Wetlands name,State,ID,Species,Species normalized,Area,lat,lon,Groundwater recharge,Groundwater depth,Evaporation,Discharge,Salinity,BOD,bod,TP,ec,NOXN
Coongie Lakes,SA,1,751,0.037929293,19800,-27.33333333,140,8.37E-26,9.2231,0.18758,0.0255722,1.00E+31,1.00E+31,1.364228744,0.203040333,419.9492411,0.356447867
Big Swamp,SA,3,18,9,2,-34.65,135.7,0.000378069,93.6216,0.370491,0.38024,1.00E+31,1.00E+31,1.466167639,0.115127982,304.6796374,0.57886639
Lake Hamilton,SA,4,22,1.1,20,-34.03333333,135.3,6.53E-05,13.0528,0.375424,1.55163,1.00E+31,1.00E+31,1.585180889,0.146043011,403.1053266,0.534511528
Lake Newland,SA,5,35,0.414299242,84.48,-33.4,134.8666667,1.99E-05,24.2459,0.310847,0.13806,1.00E+31,1.00E+31,1.329412239,0.180435024,593.8183194,0.384515678
Tod River Wetland ,SA,6,639,3.008474576,212.4,-34.45,135.8666667,0.000133098,143.605,0.386939,0.665083,1.00E+31,1.00E+31,1.451133876,0.157865083,497.139379,0.514843963
Birchmore Lagoon,SA,7,23,15.33333333,1.5,-35.8,137.4833333,8.30E-11,57.7447,0.599189,0,1.00E+31,1.00E+31,1.528854693,0.119896935,352.9035735,0.542265687
Flinders Chase River Systems,SA,9,831,2.054388133,404.5,-35.94972222,136.7372222,0.00010345,96.1306,0.642351,2.8261,1.00E+31,1.00E+31,0.849320818,0.090514967,89.38818232,0.341386842
Lake Ada,SA,10,170,17.10261569,9.94,-35.93333333,137.3333333,0.000748128,18.878,0.31336,0.623026,1.00E+31,1.00E+31,1.062787787,0.075374853,196.9643301,0.379827343
Murray Lagoon,SA,11,417,18.95454545,22,-35.91666667,137.4,0.000748128,19.3309,0.31336,0.623026,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Tookayerta & Finniss Catchments,SA,12,199,66.33333333,3,-35.38333333,138.7333333,4.75E-06,79.999,0.649981,0.163392,1.00E+31,1.00E+31,1.843042722,0.200876566,491.3330319,0.768450665
Waidrowski Lagoon,SA,13,83,15.66037736,5.3,-35.83333333,137.6166667,0.000510234,34.2355,0.341763,1.78878,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
White Lagoon Wetland,SA,14,13,1.733333333,7.5,-35.83333333,137.5166667,0.000686415,34.0167,0.288712,3.65522,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Banrock Swamp Wetland,SA,15,104,8.524590164,12.2,-34.18333333,140.3333333,-5.64E-06,31.3966,0.445477,725.122,749.59,0.0596395,1.552346532,0.211727084,669.4193564,0.525844435
Gurra Lakes,SA,16,59,8.939393939,6.6,-34.28333333,140.6333333,-9.03E-06,12.6003,0.557348,726.611,312.604,0.0712543,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Irwin flat,SA,17,11,22,0.5,-34.23333333,139.65,6.44E-07,24.53,0.565892,724.07,108.048,0.0190637,1.664079664,0.20036666,679.4662994,0.539860027
Loch Luna Wetland,SA,18,21,1.076923077,19.5,-34.2,140.3666667,-5.64E-06,10.9343,0.445477,725.122,749.59,0.0596395,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Loveday Swamps,SA,19,62,12.94363257,4.79,-34.28333333,140.4,-1.30E-05,16.2594,0.569247,725.508,1108.68,0.052832,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lower Murray Swamps,SA,20,153,98.70967742,1.55,-35.1,139.3,2.07E-05,22.0993,0.605062,718.106,213,0.555782,2.187586312,0.179000244,448.9052619,0.700400164
Marne River Mouth,SA,21,13,32.5,0.4,-34.7,139.5666667,7.72E-06,42.1486,0.553614,721.041,1435.01,0.075775,1.910163502,0.158943501,481.1899943,0.618648333
Noora Evaporation Lakes,SA,22,18,3.6,5,-34.38333333,140.8666667,9.83E-08,8.16656,0.230797,0.165725,1.00E+31,1.00E+31,1.557335999,0.205106234,633.915618,0.507541042
Pike-Mundic Wetland,SA,23,67,1,67,-34.23333333,140.7833333,3.44E-06,13.2042,0.262272,0.205199,1.00E+31,1.00E+31,2.121435773,0.316753834,510.3480049,0.881274276
Riverland Wetland,SA,24,740,2415.143603,0.3064,-34.03333333,140.8333333,2.22E-06,6.93317,0.549412,729.656,1.00E+31,1.00E+31,1.288657209,0.228179664,630.2685781,0.475939368
Spectacle Lakes,SA,25,100,23.41920375,4.27,-34.36666667,140.4333333,2.22E-07,17.2504,0.577885,726.022,673.997,0.0705025,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Swan Reach Wetland,SA,26,69,27.6,2.5,-34.53333333,139.6,9.62E-07,27.5672,0.528087,721.999,171.766,0.0204373,2.070307905,0.204436612,564.0635579,0.715914126
Butchers & Salt Lakes,SA,27,15,37.5,0.4,-36.88333333,139.8,1.00E+31,1.10033,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Deadmans Swamp,SA,28,316,57.98165138,5.45,-37.16666667,140.85,8.28E-06,15.5323,0.638725,0.0522144,1.00E+31,1.00E+31,1.317074982,0.161036072,378.4123496,0.604341017
Ewens Ponds,SA,29,31,6200,0.005,-38.01666667,140.8166667,8.13E-08,4.65202,0.725093,1.32E-05,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Honans Scrub,SA,30,401,47.62470309,8.42,-37.73333333,140.6333333,0.000447851,21.7893,0.594377,0.356524,1.00E+31,1.00E+31,1.166387228,0.111806958,224.4524433,0.595752228
Lake Frome & Mullins Swamp,SA,31,106,3.2960199,32.16,-37.56666667,140.1833333,0.000155618,7.47815,0.667806,0.118709,1.00E+31,1.00E+31,1.406494243,0.156391559,442.840107,0.506113238
Marshes Swamp,SA,32,372,55.93984962,6.65,-37.6,140.5333333,0.00106802,34.3925,0.3635,0.850794,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Naen Naen Swamp & Gum Lagoon,SA,33,26,7.76119403,3.35,-36.26666667,140.0333333,8.43E-05,11.3356,0.454056,0.0552619,1.00E+31,1.00E+31,1.6930741,0.163729942,447.2330523,0.557515619
Piccaninnie Ponds,SA,34,261,87,3,-38.05,140.95,0.000725975,7.05699,0.443558,0.630166,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Poocher & Mundulla Swamps,SA,35,65,21.66666667,3,-36.35,140.6833333,8.25E-06,7.37581,0.456173,0.00331027,1.00E+31,1.00E+31,1.588155196,0.149460908,359.5290449,0.517003295
South East Coastal Salt Lakes,SA,36,268,0.194988504,1374.44,-37.33333333,139.9166667,0.00083739,10.9962,0.614235,4.06862,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
"The Coorong, Lake Alexandrina & Lake Albert",SA,37,1115,0.793594306,1405,-35.66666667,139.0833333,1.00E+31,0,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.540756493,0.108008947,269.7532891,0.517053101
Watervalley Wetlands,SA,38,174,3.074204947,56.6,-36.46666667,140.1833333,0.000281548,11.4042,0.36612,0.248582,1.00E+31,1.00E+31,1.272200673,0.147799656,433.9321247,0.496329704
Inland Saline Lakes,SA,39,386,0.046562123,8290,-31,138,1.56E-07,2.898695,0.186796,0.206049035,1.00E+31,1.00E+31,1.387080408,0.210200098,711.5046467,0.419255595
Lake Eyre,SA,40,273,0.028173375,9690,-28.46666667,138.6166667,3.19E-08,21.92535,0.15311,0.2431995,1.00E+31,1.00E+31,1.323249758,0.21315403,463.0253529,0.370727152
Dalhousie Springs,SA,41,60,0.315789474,190,-26.18333333,135.4,0,67.4535,0.185732,0,1.00E+31,1.00E+31,1.324340837,0.215513355,571.6798963,0.395844199
Daly River Middle Reaches,NT,43,19,1.151515152,16.5,-13.76666667,130.7,0.000796301,17.2033,1.07162,146.243065,92.52475,0.000183306,1.167134505,0.156454785,180.1397121,0.260952414
Karinga Creek Palaeodrainage System,NT,44,29,0.096666667,300,-25.21666667,132,-4.66E-09,13.29896,0.2621795,0.247710605,1.00E+31,1.00E+31,1.260520117,0.189812486,528.6690074,0.361995603
Lake Amadeus,NT,45,13,0.012536162,1037,-24.46666667,130.4833333,4.38E-06,18.54515,0.2914595,0.024444844,1.00E+31,1.00E+31,1.27020106,0.213094549,434.692161,0.385234107
Borroloola Bluebush Swamps,NT,46,2,2.222222222,0.9,-16.05,136.275,0.00037547,17.159,0.7696795,36.4514,116.836,0.004402975,1.050784502,0.140840439,151.8500112,0.249383404
Corella Lake,NT,47,20,0.133333333,150,-18.63055556,135.5972222,-1.36E-06,0.929704,0.485574,0.0243234,131.485,0.0195058,1.25859492,0.147186372,375.9800084,0.26723672
Eva Downs Swamp,NT,48,35,0.205882353,170,-18.1,134.7666667,1.81E-05,0.601142,0.517364,0.0339837,95.3278,0.00398564,1.275096259,0.155932371,383.7502573,0.272332094
Lake de Burgh,NT,49,37,0.105714286,350,-18.9,135.55,7.26E-06,0.667228,0.404609,0.191015,1.00E+31,1.00E+31,1.313238282,0.169972756,434.2900278,0.337256237
Lake Sylvester,NT,50,66,0.16097561,410,-18.83333333,135.6666667,-1.18E-06,1.13595,0.497973,2.81972,132.32,0.00713518,1.329389749,0.169796229,491.5197344,0.343006152
Lake Woods,NT,51,97,1.905697446,50.9,-17.58333333,133.4166667,1.11E-05,17.09165,0.561977,0.0188313,1.00E+31,1.00E+31,1.271383028,0.153397115,360.193198,0.271828806
Tarrabool Lake,NT,52,46,0.020909091,2200,-18.41666667,134.9166667,1.11E-05,0.556741,0.523041,0.135196,128.391,0.0025693,1.299958391,0.159296923,389.0181819,0.321884435
Birrindudu Waterhole,NT,53,30,0.157894737,190,-18.46388889,129.6,1.90E-05,21.978725,0.678981,2.28285,137.9435,0.000707255,1.273700216,0.150774186,356.9349857,0.281204029
Nongra Lake,NT,54,26,0.433333333,60,-18.19722222,129.75,2.10E-05,43.7702,0.671454,0.315091,132.463,9.84E-05,1.303225962,0.169688465,468.5547081,0.279056035
Kakadu National Park,NT,55,1409,0.102402721,13759.4,-12.5,132.5,0.00104078,4.44356,1.21411,0.922588,80.2649,0.00328033,1.038796765,0.193913014,114.4464372,0.256612056
Katherine River Gorge,NT,56,8,5.333333333,1.5,-14.31666667,132.45,0.000885835,37.7513,0.97241,68.8684,103.653,8.18E-05,1.202601724,0.161019183,247.0033143,0.256544092
Lake Surprise (Yinapaka),NT,57,53,6.625,8,-20.2,131.75,1.35E-05,7.02025,0.463002,10.2692,1.00E+31,1.00E+31,1.286789783,0.183570249,391.1868119,0.334424706
Adelaide River Floodplain System,NT,58,706,0.523738872,1348,-12.16666667,131.1666667,0.00100099,16.0579,1.26535,0.979679,81.6976,0.0106672,1.009420746,0.144720864,123.1696126,0.289857837
Arafura Swamp,NT,59,743,1.040616246,714,-12.38333333,134.7166667,0.001018862,14.1077,1.12785,22.05747,88.385,0.000747337,1.001364531,0.133453526,118.2448517,0.261267561
Blyth—Cadell Floodplain and Boucaut Bay System,NT,60,101,0.284507042,355,-12,134.3333333,0.000781348,9.67074,1.14144,47.5565,72.0537,0.000272747,0.97835755,0.146612145,134.1738379,0.269440213
Cobourg Peninsula System,NT,61,508,0.604761905,840,-11.11666667,131.75,0.000886388,12.3688,1.14269,0.880463,87.0458,0.00556196,0.953509499,0.164397237,94.56642812,0.25858671
Daly—Reynolds Floodplain—Estuary System,NT,62,333,0.209039548,1593,-13.1,130.1166667,0.000932086,49.083845,1.10266,3.32868,83.369,0.011322,1.272349811,0.19177087,130.4982057,0.290747815
Finniss Floodplain and Fog Bay System,NT,63,414,0.509225092,813,-12.73333333,130.15,0.00137888,3.130725,1.18603,1.44099,78.4573,0,0.947387541,0.14413431,91.98996374,0.259214437
Mary Floodplain System,NT,64,518,0.405956113,1276,-12.2,131.5166667,0.000967807,27.385,1.21471,1.19021,79.8249,0.00240122,0.981765062,0.111855142,80.07323137,0.228970589
Moyle Floodplain and Hyland Bay System,NT,65,154,0.32016632,481,-13.88333333,129.5833333,0.000812476,3.98281,1.09628,0.857599,1.00E+31,1.00E+31,1.29854702,0.174972798,193.8510051,0.345889231
Murgenella-Cooper Floodplain System,NT,66,238,0.29202454,815,-11.6,132.5666667,0.000983185,20.45372,1.16943,18.5741,85.2422,0.00322307,1.056073703,0.214884141,128.9366617,0.290566424
Legune Wetlands,NT,67,26,0.288888889,90,-15.26388889,129.3805556,0.000228371,5.63094,1.10178,0.613761,1.00E+31,1.00E+31,1.143116046,0.187625543,213.9468686,0.278867856
Mount Bundey Training Area —Mary River Floodplain,NT,68,4,0.003809524,1050,-13.2,131.1833333,0.000699744,4.60237,1.15933,7.36336,81.8036,0.0028296,1.068444954,0.135781827,113.7112356,0.259732601
Blue Lake (Kosciuszko),NSW,69,118,842.8571429,0.14,-36.4,148.3166667,0.000460465,498.344,0.805541,1.87439,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
"Kosciusko Alpine Fens, Bogs and Lakes",NSW,70,2,6.666666667,0.3,-36.26666667,148.1666667,6.08E-05,278.486,0.99235,0.110304,1.00E+31,1.00E+31,1.02367792,0.086597208,165.1166554,0.260818931
Bulloo Overflow/Carypundy Swamp,NSW,71,39,0.021841398,1785.6,-29,142.2833333,5.53E-06,8.773815,0.213284,0.006501068,1.00E+31,1.00E+31,1.432814244,0.277257734,867.1947135,0.491760414
Salisbury Lake (Lake Altibouka),NSW,72,3,0.530973451,5.65,-29.81666667,142.75,-3.08E-12,4.31978,0.229158,0.000875946,1.00E+31,1.00E+31,1.449158154,0.308705573,857.7299758,0.539064424
Gwydir Wetlands,NSW,73,349,0.341754798,1021.2,-29.1,149.2666667,0.000997776,44.88527,1.148267,22.270125,30.9251,0.149809,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Macquarie Marshes,NSW,74,680,0.34,2000,-30.5,147.4666667,6.45E-06,7.511205,0.4184335,0.1000199,1.00E+31,1.00E+31,1.780879086,0.167384443,741.7812488,0.540727012
Menindee Lakes,NSW,75,219,0.486666667,450,-32.16666667,142.1666667,2.18E-06,12.916045,0.384287,258.583,1.00E+31,1.00E+31,1.487706971,0.230294091,890.806181,0.519881279
Narran Lakes,NSW,76,324,1.08,300,-29.68333333,147.2833333,3.93E-06,8.653545,0.4014535,0.065295181,1.00E+31,1.00E+31,1.691770097,0.177222777,857.1707953,0.538144082
Paroo River Distributary Channels,NSW,77,239,0.033194444,7200,-29.5,143.4666667,-4.27E-11,32.69145,0.258767,9.43E-06,1.00E+31,1.00E+31,1.43367244,0.337008842,806.3316703,0.495497686
Yantabulla Swamp (Cuttaburra Basin),NSW,78,261,0.701612903,372,-29.25,144.85,-2.79E-09,4.23448,0.286847,0.230323,1.00E+31,1.00E+31,1.457030437,0.328135716,823.4155667,0.535520759
Darling Anabranch Lakes,NSW,79,106,0.039405204,2690,-33.03333333,141.5833333,-8.65E-11,20.422755,0.259916,0.008290508,1.00E+31,1.00E+31,1.453087669,0.229498939,838.7218677,0.488062665
Lowbidgee Floodplain,NSW,80,76,0.038,2000,-34.4,143.6333333,7.08E-06,189.83241,0.276018,0.050712705,1.00E+31,1.00E+31,1.708527262,0.207993603,821.8486524,0.556729951
Little Llangothlin Lagoon,NSW,81,7,2.713178295,2.58,-30.08333333,151.7833333,2.77E-07,26.6017,0.853679,0.00996448,1.00E+31,1.00E+31,1.147962555,0.080197183,249.7092002,0.348497279
New England Wetlands,NSW,82,63,210,0.3,-30.03333333,151.4666667,9.23E-05,191.95805,0.7277965,0.209442375,1.00E+31,1.00E+31,1.624348845,0.095997605,409.2378604,0.421711997
Round Mountain Swamps,NSW,83,79,26.33333333,3,-30.43333333,152.25,1.53E-05,78.955,1.04396,0.0145495,1.00E+31,1.00E+31,0.8724355,0.089007218,186.3956082,0.327356226
Barrington Tops Swamps,NSW,84,9,0.6,15,-32,151.3666667,2.22E-05,239.13995,1.0079455,0.05975005,1.00E+31,1.00E+31,1.392754643,0.094276692,324.0646866,0.435972824
Upper Coldstream,NSW,85,211,10.5764411,19.95,-29.65,153.0666667,0.000146335,2.73973,1.207955,33.0422863,1.00E+31,1.00E+31,1.103911096,0.083697362,136.431349,0.447339908
Lake Cowal/Wilbertroy Wetlands,NSW,86,217,1.058536585,205,-33.46666667,147.35,1.82E-05,6.42158,0.4314075,8.00092,248.5376,2.550404,1.995022058,0.165346842,583.2230353,0.623213482
Tomneys Plain,NSW,87,10,11.11111111,0.9,-35.73333333,148.25,8.68E-05,100.573,1.04297,4.77782,1.0162,0.000059138,1.506515809,0.09117078,263.6326455,0.402149566
Black Swamp and Coopers Swamp,NSW,88,47,13.42857143,3.5,-35.05,145.75,1.32E-05,3.91904,0.409415,0.014614305,1.00E+31,1.00E+31,2.180631208,0.19521575,644.6882853,0.68742479
Great Cumbung Swam,NSW,89,158,0.9875,160,-34.21666667,143.9166667,7.06E-06,5.28323,0.325134,18.81449005,486.346,0.0436779,1.598657719,0.172289091,674.2969289,0.460211387
Koondrook and Perricoota Forests,NSW,90,435,1.3964687,311.5,-35.53333333,144.1333333,0.000016228,2.35516,0.378907,96.2820305,64.6497,0.250151,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lachlan Swamp,NSW,91,270,4.090909091,66,-34.03333333,144.4166667,2.65E-05,2.56154,0.305181,2.881545,3370.13,0.481461,1.681928112,0.177101811,687.6324396,0.502393307
Lake Brewster,NSW,92,91,1.482084691,61.4,-33.46666667,145.9666667,2.96E-06,12.1057,0.436426,0.0754999,1.00E+31,1.00E+31,1.829947765,0.2047572,956.3725133,0.621595043
Lake Merrimajeel/Murrumbidgil Swamp,NSW,93,130,43.33333333,3,-33.81666667,144.85,5.18E-05,2.64122,0.312987,0.0397634,1.00E+31,1.00E+31,1.705703482,0.241083662,825.6262153,0.594309387
Merrowie Creek (Cuba Dam to Chillichil Swamp),NSW,94,119,4.76,25,-34.16666667,143.9,6.94E-07,3.27837,0.2624475,0.0176469,1.00E+31,1.00E+31,1.704101953,0.256009668,981.6590001,0.558737413
Millewa Forest,NSW,95,766,2.277321917,336.36,-35.58333333,144.8833333,0.000134211,3.437035,0.479194,0.105198065,1.00E+31,1.00E+31,2.050520919,0.193041982,633.1317394,0.627093849
Werai Forest,NSW,96,310,2.75948015,112.34,-35.25,144.35,1.70E-05,6.11792,0.3484605,0.9357674,641.865,0.557648,1.927422499,0.168011486,539.180357,0.596045052
The Salt Lake,NSW,97,26,0.447042641,58.16,-30.03333333,142.0833333,2.01E-20,19.2724,0.1935085,0,1.00E+31,1.00E+31,1.351027264,0.206065892,605.5702476,0.425430214
Bega Swamp,NSW,98,40,173.9130435,0.23,-36.525,149.5083333,1.19E-05,251.141,0.774557,0.0493092,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Big Badja Swamp,NSW,99,1,0.943396226,1.06,-36.05,149.5333333,0.00077454,139.294,0.492741,0.810012,1.00E+31,1.00E+31,0.735805613,0.064383471,235.9998329,0.29180674
Lake Bathurst,NSW,100,54,4,13.5,-35.01666667,149.6666667,4.81E-08,26.80325,0.655952,0.00115971,1.00E+31,1.00E+31,1.319157314,0.082004237,281.3734661,0.449623347
Lake George,NSW,101,184,1.226666667,150,-35.21666667,149.3666667,1.08E-05,36.1625,0.6707115,0.015675285,1.00E+31,1.00E+31,1.994433368,0.134853775,343.7251245,0.632513575
Micalong Swamp,NSW,102,48,9.125475285,5.26,-35.33333333,148.5166667,8.34E-06,147.492,0.848944,0.0185718,1.00E+31,1.00E+31,1.872526434,0.102648763,341.766821,0.56322229
Monaro Lakes,NSW,103,146,67.90697674,2.15,-36,148,0.000637929,45.3518,0.633708,3.253655,4.18769,0.990826,1.421352028,0.113937567,293.2981556,0.3916147
Yaouk Swamp,NSW,104,124,221.4285714,0.56,-35.81666667,148.8333333,3.31E-05,93.9987,0.906152,0.0511348,1.00E+31,1.00E+31,0.81976648,0.08962369,169.9173134,0.280700007
Botany Wetlands,NSW,105,26,40.625,0.64,-33.93333333,151.2166667,0.0019873,12.86,0.294859,1.64489,1.00E+31,1.00E+31,1.098079528,0.085431101,131.8601644,0.736374491
Longneck Lagoon,NSW,106,111,462.5,0.24,-33.56666667,150.8833333,0.00048518,17.7318,0.671079,13.9182,955.245,3.3484,0.908802902,0.087165347,212.0311112,0.312546816
O’Hares Creek Catchment,NSW,107,2,0.022222222,90,-34.11666667,150.8166667,0.00010075,25.42355,0.869202,1.20236,1.00E+31,67.6454,1.223370272,0.139248014,151.5232007,0.662663109
Pitt Town Lagoon,NSW,108,31,75.6097561,0.41,-33.6,150.85,0.000156368,15.3038,0.829476,0.974134,1830.84,112.017,1.45586011,0.119216098,360.6362772,0.559006213
Thirlmere Lakes,NSW,109,121,242,0.5,-34.23333333,150.5333333,5.00E-05,45.084,0.882093,0.0380212,1.00E+31,1.00E+31,0.761288849,0.069113477,180.914778,0.376751887
Wingecarribee Swamp,NSW,110,22,3.183791606,6.91,-34.06666667,150.5,3.46E-05,178.072,0.880756,0.0328179,1.00E+31,1.00E+31,1.352124093,0.114240866,249.7393917,0.523180396
Mullawoolka Basin,NSW,111,18,0.888450148,20.26,-30.51666667,143.8333333,-3.51E-13,6.29818,0.227878,1.95E-06,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Poloko Lake (Olepoloko Lake),NSW,112,49,1.316496507,37.22,-30.73333333,143.6666667,-5.62E-13,9.50467,0.231499,0.159506,1.00E+31,1.00E+31,1.558850091,0.281623584,929.6085542,0.559202448
Tongo Lak,NSW,113,1,0.190839695,5.24,-30.45,143.75,-7.31E-12,4.6891,0.248483,0.17924,1.00E+31,1.00E+31,1.45554225,0.361650766,922.9835548,0.556209779
Yantabangee Lake,NSW,114,2,0.14015417,14.27,-30.56666667,143.75,-2.09E-11,4.25654,0.232361,0.173759,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Cowans Pond Reserve,NSW,115,4,80,0.05,-29.68888889,152.8888889,0.00040153,27.9668,0.791065,65.9976,1.00E+31,1.00E+31,0.863849898,0.080068747,184.6198754,0.303022099
Doodle Cooma Swamp,NSW,116,112,6.588235294,17,-35.53333333,147,1.36E-08,28.4141,0.678629,9.04E-05,1.00E+31,1.00E+31,2.201419884,0.204028945,459.6943479,0.709099723
Walla Walla Swamp (Gum Swamp),NSW,117,58,29,2,-35.73333333,146.9166667,2.27E-14,4.13362,0.562379,0.0665491,1.00E+31,1.00E+31,1.922879291,0.194089307,476.8526589,0.609943275
Fivebough Swamp,NSW,118,2,0.5,4,-34.53333333,140.4333333,-2.70E-13,32.156,0.328667,5.45E-07,1.00E+31,1.00E+31,2.11439448,0.203804046,570.1910451,0.695946454
Coree Flats,NSW,119,10,25,0.4,-35.28333333,148.8,9.22E-06,317.336,0.846091,0.0250059,1.00E+31,1.00E+31,1.604935541,0.093124476,328.3515301,0.45437223
Packers Swamp,NSW,120,6,15,0.4,-36.75,149.4333333,5.66E-09,95.3267,0.645022,0.00261117,1.00E+31,1.00E+31,0.967791933,0.102634918,241.9151965,0.42871485
Calbocaro Billabong,NSW,121,107,162.1212121,0.66,-29.86666667,144.15,2.79E-05,2.70379,0.286068,0.586217,1.00E+31,1.00E+31,1.391201688,0.307539389,803.9303754,0.486423734
Deadmans Swamp,NSW,122,214,45.43524416,4.71,-30.46666667,144.15,2.84E-06,8.48679,0.258779,0.0260138,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
